看板,標題,作者,發文時間,內容,留言
Food,[轉讓] 饗饗微風店8/5 14:30 3位訂位,liangyen (一次的感動),2023-07-17 18:44:25,"
   餐廳名稱：饗饗微風店
   地址：

   訂位日期時間：8/5 14:30
   轉讓人數：3
   價格：已付訂金1500，匯款後提供訂位代碼

",[]
Food,[食記] 幸福饅頭 基隆仁愛 果酸奶香鳳梨優格饅頭,Geiwoyujie (https://reurl.cc/Rlnen?),2023-07-17 18:33:12,"   餐廳名稱：幸福饅頭
   消費時間：2023年/5月
   地址：台灣基隆市仁愛區仁二路95號
   電話：+8862 2425 8811
   營業時間：09:00 - 20:00 (週日公休)
   每人平均價位：68 TWD
   可否刷卡：否
   有無包廂：無
   推薦菜色：鳳梨優格饅頭/南瓜蔓越莓饅頭
   官網：https://www.facebook.com/100064743728605

圖多Blog好讀版
中文: https://ryokousharoody.blogspot.com/2023/07/happy-steamed-bun.html

2023年5月29日早上
騎著摩托車來到台灣基隆市區
打算到幸福饅頭這裡買個早餐

幸福饅頭的地址
是基隆市仁愛區仁二路95號
最近公車站是愛六路口

這裡除了傳統饅頭之外
還有不少創新口味的饅頭

我這天點的是鳳梨優格饅頭，38 TWD
以及南瓜蔓越莓饅頭，30 TWD

這裡只能使用現金支付
不收行動支付或信用卡

而朋友則是買了全麥起司饅頭
價錢是一個30 TWD
看起來裡面起司還蠻多的

而我首先則來試試
這個比較少見的組合
鳳梨優格饅頭

https://imgur.com/4B5398d.jpg
鳳梨優格饅頭裡面
真的是有鳳梨塊的
吃起來有果香的酸甜
而且奶香十足
且老麵製成的饅頭彈性很好
是讓人相當意外且驚艷的風味

而接著就來試試南瓜蔓越莓饅頭

https://imgur.com/wWnaD29.jpg
南瓜蔓越莓饅頭顏色偏黃
外觀上看的出南瓜的黃色
打開後才看得到蔓越莓的紅色

南瓜果肉的香味
搭配蔓越莓的酸甜
還有老麵的彈性
使整體搭配起來非常合適！

https://imgur.com/oirtGoR.jpg
個人對於這次在幸福饅頭
所選的口味都覺得蠻好吃的
下次有機會的話
也會想要試試看更多獨特的口味
像是芋頭乳酪饅頭
以及紅糖桂圓堅果饅頭等等

",[]
Food,[食記] [新竹竹北] 享食現炒,pure816 (玫玫),2023-07-17 18:01:44,"
[新竹竹北] 享食現炒

網誌圖文好讀完整版：https://pure816.pixnet.net/blog/post/48941780

============================================================================

   餐廳名稱：享食現炒
   消費時間：２０２３／０５
   地址：新竹縣竹北市中正東路163號
   電話：03-6568168
   營業時間：11:00～22:00

　　特殊聲明：文章PO在PTT上，不代表同意任人轉貼，
　　　　　　　若僅轉貼連結，歡迎！
　　　　　　　不歡迎全篇轉貼，卻完全不打招呼。

============================================================================

　　近一年來，還算認真吃「現炒」，從新竹吃到竹北。
　　這家是竹北的享食現炒。

　　與今年吃的食米堂、嚐百炒，是以炒飯為主有多種調味，也有特色炒飯。
　　另外賣炒麵，可能還賣炒烏龍，也可能加賣熱炒、湯品。
　　享食現炒的菜單，與以往吃的竹源現炒、鐵男現炒、......較相似。
　　以炒飯、燴飯、炒粄條、炒麵、炒烏龍、湯麵等主食來分類。
　　現炒菜餚、湯品等的選項也頗多。

　　不論湯麵，最便宜的主食為青菜炒飯／炒麵／炒烏龍（75）。
　　有一半左右的主食是95元，再來普遍落在100/105/110，還有幾個品項是120/140。
　　現炒價格區間在70～160（約一半是150）。

　　外帶過兩款主食：打拋豬肉炒飯、海鮮炒粄條，都是百元。

　　很多打拋豬肉飯，就一份打拋豬肉+白飯+荷包蛋，蔬菜不一定有。
　　這個既然是打拋豬肉炒飯，蛋是混在炒飯中，沒有再外加荷包蛋，沒啥蔬菜，
連「打拋肉」也不是很多。
　　但就是把打拋肉的風味炒進蛋炒飯中。
　　味道雖重（偏鹹微辣），但炒飯吃來還算乾爽，有鍋氣，頗香。

　　海鮮炒粄條，除了主料有魷魚、蝦仁、花枝等海鮮。
　　還有配菜：高麗菜、胡蘿蔔絲。
　　加辣要另外跟店家說，是加生辣椒去炒的。
　　海鮮料沒有爆多，但也不至於就一兩根，是混在炒粄條，等著你去夾取。
　　風味沒打拋豬肉炒飯重，但醬香中帶著辣，還蠻合胃口。

　　店內內用外帶的單多，買的時候可能要確認一下，也許需要久候。


",[]
Food,[食記] 北海道｜札幌｜しろくま 札幌本店,Lefair (Alice Wonderland),2023-07-17 16:43:46,"   餐廳名稱：札幌成吉思汗 しろくま 札幌本店
   消費時間：2023/07
   地址：北海道札幌市中央区南六条西3-6-31 ジョイフル札幌 1Ｆ
   電話： 011-552-4690
   營業時間：18:00～25:00，詳細見文章末尾。
   每人平均價位：6000～7000日幣
   可否刷卡：可
   有無包廂：無。
   推薦菜色：當日道產和羊、羊奶冰。


可透過tabelog的網頁介面直接訂位。

",[]
Food,[食記] 高雄 紅陶上海湯包漢來店 米其林推薦餐廳,fish1234557 (費雪),2023-07-17 15:33:03,"   餐廳名稱：紅陶上海湯包
   消費時間：2022年/12月
   地址：高雄市前金區成功一路266號10樓
   電話：07-2135751
   營業時間：11:30~14:30。17:30~21:30

圖文好讀版
https://lealea0614.pixnet.net/blog/post/356384575

吃過夢時代的漢來上海湯包很喜歡

聽大家說紅陶上海湯包更好吃

而且還入選米其林推薦

趁壽星優惠卷還沒到期就趕快來吃

在10樓唷!

很少到漢神樓上用餐的我們感覺很新奇哈

紅陶上海湯包菜單

菜單跟其他間的漢來上海湯包有點不太一樣


飄香排骨$185

這家就沒有排骨炒飯了

之前就知道排骨大小不一品質有點不穩定

今天算幸運

排骨很大塊肉有厚度也有彈性

外皮也蠻酥的

搭配泡菜一起吃更提味


滬士東坡肉$380

本來有點點不下去

但又好想吃看看

反正有優惠卷嘛

上桌之後

服務人員會幫忙切小塊

醬汁偏甜一點

肉質非常軟嫩

肥肉我也很喜歡

搭配刈包非常適合


招牌生煎包$180

煎得不油膩

雖然是招牌

但吃不太出來特色


上海烤麩$99

是冷的小菜

味道口感都還不錯


特製麻醬麵$120

我很愛吃漢來上海湯包的擔擔麵

可惜這邊沒有

不過麻醬麵表現也不錯

麻醬醬香濃郁給的也夠多

麵吃完還有好多麻醬


蟹粉小籠湯包$280

湯包汁多

皮跟餡料的比例拿捏得很剛好


綠豆煎餅$180

人氣Top10

評論也好多人推薦

當下吃的時候只覺得外皮很脆吃不到甚麼綠豆餡

就覺得還好普通

結果外帶回家加熱來吃

又覺得很好吃


因為當天是冬至

店家還有特別準備湯圓提供給客人吃

我覺得紅陶跟夢時代分店比

我自己偏愛夢時代分店一點

菜單跟口味都是

",[]
Food,[食記] 桃園 瞌睡咖啡,qoo560 (ㄅㄨㄅㄨ),2023-07-17 14:30:37,"餐廳名稱：瞌睡咖啡Nap cafe
消費時間：2023年7月
地址：桃園市桃園區中寧街22號
電話：(03)355-1700
營業時間：週一~週日，9:00~17:00

https://i.imgur.com/LjMVUy8.jpg
週末去找朋友玩被帶去吃

我點的是趕走瞌睡蟲
有加價升級法式土司及炒蛋
有一塊長得超像蘿蔔糕的其實是薯餅
薯餅/薯條擇一（對面朋友點薯條可以參考）
另外吐司蠻推薦換法式吐司的
熱騰騰的法吐配上奶油真的很好吃
朋友沒換就只能吃普通的吐司
跟他要了一點吃看看，也不會難吃
但就是蠻普通的吐司XD

炒蛋的話因人而異，不加價是朋友那種半熟荷包蛋
因為跟人比較喜歡滑蛋口感所以選擇炒蛋！
炒蛋也超級好吃
蛋體滑嫩滑嫩，調味也剛剛好
沙拉附的是油醋醬，剛好可以解膩
因為這樣點下來就蠻貴的了
所以就沒點飲料
朋友有點紅茶聽他說喝起來蠻順口的也是不錯

對我來說這家店還不錯，沒有什麼不ok的地方
下次有機會還會想再來試試其他品項！

",[]
Food,[食記] 台北信義 世貿名人坊,guessworld (奶油不飛),2023-07-17 14:29:05,"

圖文網誌版請點：https://pse.is/55ja9c


店名：世貿名人坊
電話：02 2723 2938
地址：台北市信義區基隆路一段333號34樓
營業時間：11:30～14:30, 17:30～21:30
用餐日期：Apr 24, 2023

久聞名人坊，終於在多年後吃到了。
整晚驚喜不斷，先是坐在瘦子隔壁桌，然後離開前又遇到王金平，真不虧是名人坊。

這次是七個人用餐，事先預訂菜有一隻烤鴨跟脆皮叉燒。
其他餐點就是現場邊問邊點，其他菜大多以點心為主，不然結帳可能會嚇壞。

脆皮叉燒，$680。
先上了脆皮叉燒，看起來精緻。
整體口味算平衡且清淡，皮脆肉也不過肥，這個份量就是一人一塊吃個巧。

長春捲，$55/條。
忘記裡面好像有蝦，口感酥脆不油膩，大家都蠻喜歡的，
但我覺得味道有點單調，但就是脆。

招牌腸粉，$240。
蠻喜歡這道的，腸粉軟Ｑ搭配炸得恰好的內裡，吃起來口感豐富又不膩。

金沙山藥杏鮑菇，$460。
這道也很好吃，山藥跟杏鮑菇裹粉油炸後，外層是鹹香的金沙。

蘿蔔糕，$35/片。
蘿蔔糕很棒可以照人數來點，是屬於本身味道就很夠的那種。

京式片鴨，$2880。
這個片鴨真的是我吃過最貴了，一吃就要2880，後面的每一吃都要再加錢。
先給我們看鴨，之後師傅就在旁邊片。
師傅會把片下來的鴨幫忙剝好，皮還蠻薄的很軟Ｑ。
但我喜歡自己包，喜歡一張皮包兩塊鴨，對於不愛吃這麼多澱粉的人有點困擾。

蟹肉炒粉絲，$480。
印象中蠻夠味的，這種搭配很難不好吃。

鮮茄炒有機櫛瓜，$480。
這道有點像冰箱剩下的東西就拿來炒，吃起來就是食物的原味。


片鴨二吃-鴨鬆，$600。
朋友熱愛各種鬆，蝦鬆、蝦鬆。
這道吃起來很鹹，用生菜包之後還是覺得鹹。


富哥招牌蝦餃皇，$168。
他們家蝦餃好吃，有夠飽滿，回家看帳單覺得好吧，這價格果然該好吃。

鮑魚燒賣皇，$110。
燒賣也不錯，燒賣下面很紮實，又搭配上一小顆燉煮過的鮑魚，味道很鮮。
不過這幾個小點個頭都不小，吃完超級飽。

蘿蔔酥餅，$74。
皮不夠優秀。我覺得犁園的更推。

經典編織酥(2個)，$240。
限量款的包包，喔不是，限量款的編織包。
本來以為已經賣光，後來幫我們問到有最後兩顆，裡面我記得是菇跟鴨肝還是誰的肝。
吃起來味道很濃厚，對我來說有點腥。
建議可以點一份分食，嚐個味道就好。


叉燒包(4個)，$280。
叉燒包好吃，就是添好運風格，裡面餡料飽滿。

片鴨三吃-酸菜鴨肉湯，$400。
鴨湯是我比較不愛的，他的酸菜不是酸菜白肉湯的那個風情，
不知為何他的酸有點像醋的酸，而不是發酵的酸味。



朋友生日有招待壽桃，而且名人坊幫切蛋糕沒有另外收費。


那天7個人吃了11189，平均來說菜色味道不錯，服務也好，但好像沒有好吃到想再訪的程度。

",[]
Food,[食記] 台南 八寶彬圓仔惠 挫冰冰品,ethel0203 (),2023-07-17 11:49:01,"   餐廳名稱：八寶彬圓仔惠
   消費時間：2022年/11月
   地址：台南市中西區國華街二段99號
   電話：06-226-3432


圖文網誌 > https://travelerliv.com/ba-bao-bin-shaved-ice/


來到國華街這塊競爭激烈的台南美食地圖，不論什麼時候經過，總是可以看到絡繹不絕的客人前來八寶彬圓仔惠，它夏天販售剉冰冰品，冬天則是提供燒仙草跟甜湯。


記得先點餐、取餐再入座。


它的配料約二十幾種，包含招牌圓仔、蜜芋頭、粉粿、愛玉、仙草、杏仁、紅豆、綠豆、花豆、蜜蓮子、鳳梨、粉角及粉條等材料。


來這裡最多人都會點圓仔、蜜芋頭都是必點項目，老闆還推薦我蜜蓮子，所幸便點來試試看。除了配料可以自選，甜度跟冰量都能調整。


八寶冰 55元
淋在剉冰上的糖水，搭配清冰一起入口，瞬間沁涼暢快，搭吃其實就很消暑。


透白的粉角跟綠豆搭配在一起的滋味，同時能吃到兩種食材的Q彈與鬆軟，特別是咬破綠豆的沙狀質地，同時甜味跟香氣也瞬間綻放。


另一項推薦單品則是蜜芋頭，切得很大塊的蜜芋頭鬆軟綿密，而且不會太過甜膩。


原本還在猶豫第五項單品要選什麼？老闆私心推薦蜜蓮子，同樣採用糖漬做法的蜜蓮子，吃起來特別的脆，甜度也不會很高，說是甜點我都會相信。


炎炎夏日到台南玩，不妨順路來吃這碗透心涼的八寶冰。

",[]
Food,[食記] 彰化鹿港好吃蛋塔，內餡綿密塔皮酥酥,dram718 (chris2211),2023-07-17 11:18:11,"店名：叁之犬蛋塔專賣店

地址： 505彰化縣鹿港鎮長安路12之1號

電話： 0958 502 593

營業時間：10:00 - 20:00 (週三公休)

***造訪日期：2023年05月20日***

***內文含價目表***

彰化鹿港必吃美食甜點，老街附近的叁之犬蛋塔專賣店，
蛋塔香價格也香，外皮酥脆內餡綿密，讓孩子們享受甜點吧！


克莉斯汀圖文篇：
https://chrislovemayday.pixnet.net/blog/post/99696543
https://i.imgur.com/PRLROmF.jpg



克莉斯汀又是被IG照片燒到了，

看到IG有人分享蛋塔的照片，

嘴饞的克莉斯汀忍不住殺到彰化鹿港來一探究竟。



克莉斯汀非常喜歡吃某速食連鎖店的蛋塔，

但礙於價格不斷上漲，蛋塔不斷縮水，

愈來愈捨不得吃了，

這天讓我嚐到叁之犬真的太幸運啦，

以後來到鹿港，這間店列為必吃名單！

導航到了叁之犬，是一棟透天厝，

地上放著大大的「蛋塔」的旗幟非常好認，

店內乾淨明亮，服務員也頗親切的，

有些擺設很生動可愛，

也可選擇內用，有冷氣有桌椅來場下午茶好像也不錯唷。

價目表在此：

你沒看錯，就是這麼香的價格，

蛋塔香就算了，價格也香香。

一走進店內滿滿的蛋塔香味撲鼻而來，

應該是開出爐吧否則怎麼這麼香呀！

這天我們就來吃吃他們家的招牌蛋塔吧。

一盒6顆$150還不吃爆！

你看你看，這烤出來的蛋塔看起來多美味，

更別說用聞的，克莉斯一汀到家就忍不住打開來吃了，

不過大家記得先洗洗手再吃唷。


克莉斯汀圖文篇：
https://chrislovemayday.pixnet.net/blog/post/99696543
https://i.imgur.com/4GDV4dZ.jpg






",[]
Food,[食記] 台南 chuju雛菊餐桌,smallta (冷笑生),2023-07-17 09:30:16,"   餐廳名稱：chuju雛菊餐桌
   消費時間：2023年/4月
   地址：台南市中西區府前路二段378號
   電話：06-2974567
   營業時間：11:00~21:00


https://likebestfood.pixnet.net/blog/post/233011393

有圖無音樂版

 久違到台南走走，晚上想吃之前在澎湖有吃過覺得還不錯的雛菊餐桌，默默的分店也變多
了，台中也有了！ 覺得好厲害





位於府前路二段這邊，我也不知道這邊算不算鬧區，但從河樂廣場走過來大概10分鐘左右
，裝潢依舊很漂亮跟豪華

菜單，主打還是分享餐，不過想說晚點吃別的東西，就單點一個棉花糖披薩跟綜合海鮮義
大利麵，加一杯黑醋栗果汁



先送上來的義大利麵，芥末奶油醬汁，吃起來不會嗆辣就是，海鮮蝦子也都撥好了，花枝
蠻有彈性，麵條也不會太軟，整體還是不錯





棉花糖披薩，浮誇系的食物，棉花糖還有造型，底下披薩是起司、棉花糖加巧克力醬，雖
然是甜的但這樣的搭配覺得好吃，薄餅皮吃來有點酥酥口感還不錯，棉花糖就真的都是在
吃糖..



黑醋栗果汁，酸酸的，個人不太愛


最後就是生意還是很好，東西也還不錯吃，如果不吃小吃，找餐廳是還不錯的選擇。吃完
在散步去買藥師紅茶，喝完就不知道為什麼紅，隔壁的甜又鮮飲料也都很有話題！

",[]
Food,[食記] 台北 松江南京 男朋友·家,JimXpp (JimXpp),2023-07-17 01:29:48,"
餐廳名稱：男朋友·家
用餐時間：2023年7月
地址：台北市中山區建國北路二段64巷15號
電話：(02)2502-8628
營業時間：12:00 – 17:00 (週六、週日公休)
每人平均價位：350元
可否刷卡：否

圖文好讀版: https://jimxpplife.com/archives/4462

鄰近松江南京四平街商圈的「男朋友·家」是台北小有名氣的簡餐店，以健康養生的原型食物與手作料理為主打，其外帶餐盒也深受著不少好評。

「男朋友·家」的店面外觀以白色為基調，溫馨怡人的日式家居風格相當顯眼。

店內環境明亮整潔，空間雖不會太大，卻也不會令人感到擁擠。

每張餐桌擺放著水瓶與水杯，供用餐者自行取用，讓人感到相當貼心。

木製的餐具不僅讓整體風格質感提升，也更多了幾分日式極簡的韻味。

「男朋友·家」的菜單可分為內用與外帶餐盒，皆為每季更新，此外也有供應各類咖啡、茶與甜點，最新資訊可參考「官方臉書」。

內用簡餐附有米飯、湯品、當季時蔬、玉子燒與甜點、飲料。

雖然主餐份量不多，但米飯與湯品皆可以免費續一次，因此即使是男生也不用擔心不夠飽足。

「男朋友·家」的米飯採用台東池上的「多力米」，與「池上好店」的口感滋味相當，非常好吃。

湯品則是不定期更換內容，當日是以紅蘿蔔、白蘿蔔等蔬菜為基底的味噌湯，甘甜可口，相當好喝。

蔬菜的份量相當豐富，雖然沒有過多的調味，卻也沒有水煮的單調感。淡淡的甜味與自然的清香相互調和，令人讚賞。

玉子燒口感鬆軟，綿密細緻，鮮甜的蛋香與五香粉的特有氣味非常對味，相當好吃。

鮮甜季節烤魚 — 鱸魚菲力 ★★★★☆
此次用餐我點了烤魚做為主餐。新鮮的鱸魚烤得外酥內嫩，毫無腥氣，與檸檬汁和椒鹽一同搭配，滋味簡單卻美味。

美墨番茄燉牛肋 ★★★☆☆
「美墨番茄燉牛肋」為當然同行友人所選擇的餐點，我淺嚐了幾口。

將牛肋條切塊後，加入香料與番茄一同燉煮，濃郁的番茄香氣帶有些微辣度，相當下飯。

牛肉的口感掌握得恰到好處，不會過於乾硬，雖然好吃，但整體口味卻沒有令人印象深刻的地方，是份在外也不難見到的滋味，因此個人給予評價僅一般。

餐後的飲品可以從紅茶、鮮奶茶與手沖咖啡中選一種，並搭配一塊蛋糕。此次我與友人各選擇了手沖咖啡與鮮奶茶。

雖然飲品在口味上而言沒有特別突出的地方，但蛋糕口感鬆軟綿密，微甜的滋味與飲品一同搭配，亦是相當對味。

整體而言，「男朋友·家」的餐點口味不錯，食材也有一定的水準，令人相當滿意。

可惜以如此份量而言，價格依然稍嫌略高，若能在價格上有所調整，相信會更讓我有時常再訪的意願了。
",[]
Food,[食記] 台北信義 真芳碳烤吐司-信義店 最愛花生花生,AlphaD (DD),2023-07-16 23:56:26,"   餐廳名稱：真芳碳烤吐司-信義店
   消費時間：2023年/6月

110台灣台北市信義區忠孝東路四段559巷16弄17號
人均: 100
6:30am~1:30pm
+886227666766
https://www.facebook.com/ZhenFangShop/menu/

圖文網誌:
http://ddd.psee.ly/55nbgv

真芳在不同的分店大概吃了幾十次一定有

這次位在信義市府這邊的分店，有內用座位

習慣點花生花生加上一杯紅茶鮮奶，看了看再來一塊蘿蔔糕

他們家的東西就是乾淨清心，吃了舒服，其實其他鹹的吐司也是不錯，只是覺得太多了

甜的花生花生是我最愛的，裡面有花生顆粒，還有花生醬，有口感，有香氣，真的超爽的

之前南西誠品店還在的時候，真的很常吃，因為開到下午6pm，吃個下午茶其實不錯，其他分店都開到1:30pm實在是太早關

每間店的品質蠻一致的，這點很重要，希望他們能開晚一點 XD

最愛的組合
- 花生花生
- 紅茶牛奶

https://www.youtube.com/watch?v=anfENhZx9Jw

== 照片 ==
花生花生 45元 手炒花生加花生醬，有口感有味道，很好吃

蘿蔔糕 新的

紅茶牛奶

號碼牌


",[]
Food,[食記] 礁溪老爺酒店 岩波庭無菜單料理,GGYYD5566 (嘿嘿嘿),2023-07-16 23:24:10,"   餐廳名稱：礁溪老爺酒店 岩波庭無菜單料理
   消費時間：2023年/6月
   地址：262宜蘭縣礁溪鄉五峰路69號
   營業時間：10:30 ~ 12:30, 18:00-19:30
   電話：03 988 5211 #8147
   每人平均價位：晚餐$2178，住客晚餐+$880可從自助餐改成這個
   可否刷卡：可
   有無包廂：不知道
   推薦菜色：茶泡飯
   官網：https://www.hotelroyal.com.tw/zh-tw/chiaohsi/dining/1507
","['感覺好餓......', '真的，搞得像法餐一樣，想到服務生來問有沒有吃飽就', '覺得蠻好笑的', '這份量看起來好虛']"
Food,[食記] 雞湯榮麵食館 台北中山 香黏醇百菇雞湯麵,Geiwoyujie (https://reurl.cc/Rlnen?),2023-07-16 23:20:32,"   餐廳名稱：雞湯榮麵食館
   消費時間：2023年/6月
   地址：台灣台北市中山區錦州街14號
   電話：+886 933 753 874
   營業時間：17:00 - 00:30(+1) (週一公休)
   每人平均價位：319 TWD
   可否刷卡：否
   有無包廂：無
   推薦菜色：老火百菇雞湯麵/綜合燒賣/酥炸豆腐/雞油飯
   官網：https://www.instagram.com/jitang_rong/

圖多Blog好讀版
中文: https://ryokousharoody.blogspot.com/2023/07/jitangrong-noodlesoup.html

2023年6月24日這天
和朋友約好在台灣台北中山區吃晚餐
我們晚上來到雞湯榮麵食館碰面

雞湯榮麵食館的地址
是台北市中山區錦州街14號
最近車站是捷運中山國小站

雞湯榮麵食館的生意很好
我們抵達時約莫是19:00
需要稍微等待一下才有位子

不過大概等了5分鐘之後
我們就有位子可以入座了

雞湯榮麵食館點名看起來主打麵食
但其實也有賣雞湯粥等
以及燒賣鳳爪等小菜

這天我點了老火百菇雞湯麵，208 TWD
酥炸豆腐佐私房腐乳醬，35 TWD
以及一碗雞油飯，22 TWD
並和朋友Share一籠綜合燒賣，108 TWD

這裡點完餐後就要付款
只能使用現金支付
不支援行動支付或信用卡

https://imgur.com/tsa0uad.jpg
大概過了10分鐘以後
我點的雞油飯和炸豆腐就先送上了

這雞油飯真的有夠香
雞油配醬油實在是有夠鹹香下飯！

而這個酥炸豆腐
外皮炸的實在是有夠酥脆
裡面則是白泡泡幼綿綿的豆腐

而這個炸豆腐所搭配的醬汁
是獨家特製的腐乳醬
搭配起來真的是蠻合適的！

覺得醬汁不夠的話
也可以自行前往醬料區添加

而再過了五分鐘左右
我的主菜，老火百菇雞湯麵
就緊接著上桌了

https://imgur.com/uAYa0qf.jpg
這裡老火雞湯顏色
看起來棕色帶點金黃
喝起來不僅香而黏
還帶著濃郁的雞湯及菇香

且口味上並不會很重鹹
對於喝習慣正統日式拉麵湯頭的人來說
甚至還會覺得稍微淡了些

雞肉的話選用的是雞腿肉
肉質相當的軟而滑嫩
配上雞香味十足的雞湯
更是加倍的美味！

而裡面的菇類
種類也有不少
更為這個湯頭增加不少鮮香

雖然這整碗雞湯
表現算是相當的出色
但麵條就是讓人稍顯美中不足的地方
這裡的麵條只有細麵一種
我覺得吃起來不論是麵條的彈性
還是口感上的回饋
甚至是對於湯汁的吸附力
都是相對偏弱的
如果能有口感更有彈性的粗麵能選擇
就能更加接近完美了

https://imgur.com/TOTZXXG.jpg
而燒賣的部分
我和朋友所Share的綜合燒賣
裡面有蟹黃燒賣和蝦仁燒賣兩種

蝦仁燒賣上面有一尾蝦仁
吃起來用料蠻紮實的
口感彈性相當不錯

蟹黃燒賣的口感彈性也很棒
感受的出用料的紮實
是非常值得食用的小點心

而朋友這天點的主食
則是老火剝皮辣椒山藥雞湯
價錢一樣是一碗208 TWD
湯頭的色澤令人感覺相當不錯

此外朋友還點了現煎的荷包鴨蛋！
一份是25 TWD
還保留著半熟的蛋黃
看起來十分的誘人！

雞湯榮麵食館整餐吃下來的感想
雖然有些不太完美的部分
尤其是麵條的口感
但是雞湯的香醇與黏無可挑剔
整體來說我覺得還是有其特色
而且優勢大於劣勢
此外燒賣/炸豆腐/雞油飯也很推薦

下次有機會的話
還會想要再來吃一次看看
來試試這裡的老火雪菜鱸魚湯粥

","['那不是蟹黃吧 怎麼看都是柳葉魚卵', '我吃這家都只點湯，190。']"
Food,[食記] 台北市文山區-早。自己(木新店),fatlee (fatlee),2023-07-16 22:25:45,"
   餐廳名稱：早。自己(木新店)
   消費時間：2023年/7月
   地址：台北市文山區木新路二段228號
   電話： 02 2937 0520
   營業時間： 06:10–14:00


圖文網誌版: https://twpang.com.tw/blog/post/muxin_moringmyself


",[]
Food,[食記] 屏東市區勝利星村 耕心好食(老菜脯雞湯 ,TW00500203 (Ming),2023-07-16 22:01:03,"【耕心– 好食、好物、共好平台】
電話：08 732 5595
地址：屏東縣屏東市永勝巷6號
營業時間：11:00–19:00(週二三公休)
用餐時間：2023年2月
每人平均價位：200~300
服務費：無
",[]
